char	unicode	big5	category	dfs_code	compat_class	slot_source	t2s	note
霢	U+9722	F177	cjk	$3B41	cjk-extension	extension-page	霡	new/expanded DFS page
霥	U+9725	F178	cjk	$3B42	cjk-extension	extension-page	霥	new/expanded DFS page
鞬	U+97AC	F179	cjk	$3B43	cjk-extension	extension-page	鞬	new/expanded DFS page
鞮	U+97AE	F17A	cjk	$3B44	cjk-extension	extension-page	鞮	new/expanded DFS page
鞨	U+97A8	F17B	cjk	$3B45	cjk-extension	extension-page	鞨	new/expanded DFS page
鞫	U+97AB	F17C	cjk	$2E6E	base-exact	base-compatible	鞫	
鞤	U+97A4	F17D	cjk	$3B46	cjk-extension	extension-page	鞤	new/expanded DFS page
鞪	U+97AA	F17E	cjk	$3B47	cjk-extension	extension-page	鞪	new/expanded DFS page
鞢	U+97A2	F1A1	cjk	$3B48	cjk-extension	extension-page	鞢	new/expanded DFS page
鞥	U+97A5	F1A2	cjk	$3B49	cjk-extension	extension-page	鞥	new/expanded DFS page
韗	U+97D7	F1A3	cjk	$3B4A	cjk-extension	extension-page	韗	new/expanded DFS page
韙	U+97D9	F1A4	cjk	$2824	base-t2s-ime-glyph-patch	base-compatible	韪	glyph patch 韪->韙
韖	U+97D6	F1A5	cjk	$3B60	cjk-extension	extension-page	韖	new/expanded DFS page
韘	U+97D8	F1A6	cjk	$3B61	cjk-extension	extension-page	韘	new/expanded DFS page
韺	U+97FA	F1A7	cjk	$3B62	cjk-extension	extension-page	韺	new/expanded DFS page
顐	U+9850	F1A8	cjk	$3B63	cjk-extension	extension-page	顐	new/expanded DFS page
顑	U+9851	F1A9	cjk	$3B64	cjk-extension	extension-page	顑	new/expanded DFS page
顒	U+9852	F1AA	cjk	$3B65	cjk-extension	extension-page	颙	new/expanded DFS page
颸	U+98B8	F1AB	cjk	$3B66	cjk-extension	extension-page	飔	new/expanded DFS page
饁	U+9941	F1AC	cjk	$3B67	cjk-extension	extension-page	馌	new/expanded DFS page
餼	U+993C	F1AD	cjk	$1DB2	base-t2s-ime-glyph-patch	base-compatible	饩	glyph patch 饩->餼
餺	U+993A	F1AE	cjk	$3B68	cjk-extension	extension-page	馎	new/expanded DFS page
騏	U+9A0F	F1AF	cjk	$1F93	base-t2s-ime-glyph-patch	base-compatible	骐	glyph patch 骐->騏
騋	U+9A0B	F1B0	cjk	$3B69	cjk-extension	extension-page	騋	new/expanded DFS page
騉	U+9A09	F1B1	cjk	$3B6A	cjk-extension	extension-page	𫘥	new/expanded DFS page
騍	U+9A0D	F1B2	cjk	$1F94	base-t2s-ime-glyph-patch	base-compatible	骒	glyph patch 骒->騍
騄	U+9A04	F1B3	cjk	$3B6B	cjk-extension	extension-page	𫘧	new/expanded DFS page
騑	U+9A11	F1B4	cjk	$3B6C	cjk-extension	extension-page	𬴂	new/expanded DFS page
騊	U+9A0A	F1B5	cjk	$3B6D	cjk-extension	extension-page	𫘦	new/expanded DFS page
騅	U+9A05	F1B6	cjk	$1F95	base-t2s-ime-glyph-patch	base-compatible	骓	glyph patch 骓->騅
騇	U+9A07	F1B7	cjk	$3B6E	cjk-extension	extension-page	騇	new/expanded DFS page
騆	U+9A06	F1B8	cjk	$3B6F	cjk-extension	extension-page	騆	new/expanded DFS page
髀	U+9AC0	F1B9	cjk	$2E7A	base-exact	base-compatible	髀	
髜	U+9ADC	F1BA	cjk	$3B70	cjk-extension	extension-page	髜	new/expanded DFS page
鬈	U+9B08	F1BB	cjk	$2E94	base-exact	base-compatible	鬈	
鬄	U+9B04	F1BC	cjk	$3B71	cjk-extension	extension-page	鬄	new/expanded DFS page
鬅	U+9B05	F1BD	cjk	$3B72	cjk-extension	extension-page	鬅	new/expanded DFS page
鬩	U+9B29	F1BE	cjk	$1E2C	base-t2s-ime-glyph-patch	base-compatible	阋	glyph patch 阋->鬩
鬵	U+9B35	F1BF	cjk	$3B73	cjk-extension	extension-page	鬵	new/expanded DFS page
魊	U+9B4A	F1C0	cjk	$3B74	cjk-extension	extension-page	魊	new/expanded DFS page
魌	U+9B4C	F1C1	cjk	$3B75	cjk-extension	extension-page	魌	new/expanded DFS page
魋	U+9B4B	F1C2	cjk	$3B76	cjk-extension	extension-page	魋	new/expanded DFS page
鯇	U+9BC7	F1C3	cjk	$2E2D	base-t2s-ime-glyph-patch	base-compatible	鲩	glyph patch 鲩->鯇
鯆	U+9BC6	F1C4	cjk	$3B77	cjk-extension	extension-page	𫚙	new/expanded DFS page
鯃	U+9BC3	F1C5	cjk	$3B78	cjk-extension	extension-page	鯃	new/expanded DFS page
鮿	U+9BBF	F1C6	cjk	$3B79	cjk-extension	extension-page	𫚚	new/expanded DFS page
鯁	U+9BC1	F1C7	cjk	$2E25	base-t2s-ime-glyph-patch	base-compatible	鲠	glyph patch 鲠->鯁
鮵	U+9BB5	F1C8	cjk	$3B7A	cjk-extension	extension-page	𫚛	new/expanded DFS page
鮸	U+9BB8	F1C9	cjk	$3B7B	cjk-extension	extension-page	𩾃	new/expanded DFS page
鯓	U+9BD3	F1CA	cjk	$3B7C	cjk-extension	extension-page	鯓	new/expanded DFS page
鮶	U+9BB6	F1CB	cjk	$3B7D	cjk-extension	extension-page	鲪	new/expanded DFS page
鯄	U+9BC4	F1CC	cjk	$3B7E	cjk-extension	extension-page	𩾁	new/expanded DFS page
鮹	U+9BB9	F1CD	cjk	$3B7F	cjk-extension	extension-page	鮹	new/expanded DFS page
鮽	U+9BBD	F1CE	cjk	$3B80	cjk-extension	extension-page	鮽	new/expanded DFS page
鵜	U+9D5C	F1CF	cjk	$2B8F	base-t2s-ime-glyph-patch	base-compatible	鹈	glyph patch 鹈->鵜
鵓	U+9D53	F1D0	cjk	$2B8A	base-t2s-ime-glyph-patch	base-compatible	鹁	glyph patch 鹁->鵓
鵏	U+9D4F	F1D1	cjk	$3B81	cjk-extension	extension-page	𬷕	new/expanded DFS page
鵊	U+9D4A	F1D2	cjk	$3B82	cjk-extension	extension-page	𫛥	new/expanded DFS page
鵛	U+9D5B	F1D3	cjk	$3B83	cjk-extension	extension-page	鵛	new/expanded DFS page
鵋	U+9D4B	F1D4	cjk	$3B84	cjk-extension	extension-page	鵋	new/expanded DFS page
鵙	U+9D59	F1D5	cjk	$3B85	cjk-extension	extension-page	鵙	new/expanded DFS page
鵖	U+9D56	F1D6	cjk	$3B86	cjk-extension	extension-page	鵖	new/expanded DFS page
鵌	U+9D4C	F1D7	cjk	$3B87	cjk-extension	extension-page	鵌	new/expanded DFS page
鵗	U+9D57	F1D8	cjk	$3B88	cjk-extension	extension-page	鵗	new/expanded DFS page
鵒	U+9D52	F1D9	cjk	$2B8D	base-t2s-ime-glyph-patch	base-compatible	鹆	glyph patch 鹆->鵒
鵔	U+9D54	F1DA	cjk	$3B89	cjk-extension	extension-page	鵔	new/expanded DFS page
鵟	U+9D5F	F1DB	cjk	$3B8A	cjk-extension	extension-page	𫛭	new/expanded DFS page
鵘	U+9D58	F1DC	cjk	$3B8B	cjk-extension	extension-page	鵘	new/expanded DFS page
鵚	U+9D5A	F1DD	cjk	$3B8C	cjk-extension	extension-page	𪉍	new/expanded DFS page
麎	U+9E8E	F1DE	cjk	$3B8D	cjk-extension	extension-page	麎	new/expanded DFS page
麌	U+9E8C	F1DF	cjk	$3B8E	cjk-extension	extension-page	麌	new/expanded DFS page
黟	U+9EDF	F1E0	cjk	$2EA8	base-exact	base-compatible	黟	
鼁	U+9F01	F1E1	cjk	$3B8F	cjk-extension	extension-page	鼁	new/expanded DFS page
鼀	U+9F00	F1E2	cjk	$3B90	cjk-extension	extension-page	鼀	new/expanded DFS page
鼖	U+9F16	F1E3	cjk	$3B91	cjk-extension	extension-page	鼖	new/expanded DFS page
鼥	U+9F25	F1E4	cjk	$3B92	cjk-extension	extension-page	鼥	new/expanded DFS page
鼫	U+9F2B	F1E5	cjk	$3B93	cjk-extension	extension-page	鼫	new/expanded DFS page
鼪	U+9F2A	F1E6	cjk	$3B94	cjk-extension	extension-page	鼪	new/expanded DFS page
鼩	U+9F29	F1E7	cjk	$3B95	cjk-extension	extension-page	鼩	new/expanded DFS page
鼨	U+9F28	F1E8	cjk	$3B96	cjk-extension	extension-page	鼨	new/expanded DFS page
齌	U+9F4C	F1E9	cjk	$3B97	cjk-extension	extension-page	齌	new/expanded DFS page
齕	U+9F55	F1EA	cjk	$3B98	cjk-extension	extension-page	龁	new/expanded DFS page
儴	U+5134	F1EB	cjk	$3B99	cjk-extension	extension-page	儴	new/expanded DFS page
儵	U+5135	F1EC	cjk	$3B9A	cjk-extension	extension-page	儵	new/expanded DFS page
劖	U+5296	F1ED	cjk	$3B9B	cjk-extension	extension-page	劖	new/expanded DFS page
勷	U+52F7	F1EE	cjk	$3B9C	cjk-extension	extension-page	勷	new/expanded DFS page
厴	U+53B4	F1EF	cjk	$1999	base-t2s-ime-glyph-patch	base-compatible	厣	glyph patch 厣->厴
嚫	U+56AB	F1F0	cjk	$3B9D	cjk-extension	extension-page	嚫	new/expanded DFS page
嚭	U+56AD	F1F1	cjk	$3B9E	cjk-extension	extension-page	嚭	new/expanded DFS page
嚦	U+56A6	F1F2	cjk	$1C7B	base-t2s-ime-glyph-patch	base-compatible	呖	glyph patch 呖->嚦
嚧	U+56A7	F1F3	cjk	$3B9F	cjk-extension	extension-page	𠰷	new/expanded DFS page
嚪	U+56AA	F1F4	cjk	$3BA0	cjk-extension	extension-page	嚪	new/expanded DFS page
嚬	U+56AC	F1F5	cjk	$3BA1	cjk-extension	extension-page	嚬	new/expanded DFS page
壚	U+58DA	F1F6	cjk	$1AEC	base-t2s-ime-glyph-patch	base-compatible	垆	glyph patch 垆->壚
壝	U+58DD	F1F7	cjk	$3BA2	cjk-extension	extension-page	壝	new/expanded DFS page
壛	U+58DB	F1F8	cjk	$3BA3	cjk-extension	extension-page	壛	new/expanded DFS page
夒	U+5912	F1F9	cjk	$3BA4	cjk-extension	extension-page	夒	new/expanded DFS page
嬽	U+5B3D	F1FA	cjk	$3BA5	cjk-extension	extension-page	嬽	new/expanded DFS page
嬾	U+5B3E	F1FB	cjk	$3BA6	cjk-extension	extension-page	嬾	new/expanded DFS page
嬿	U+5B3F	F1FC	cjk	$3BA7	cjk-extension	extension-page	嬿	new/expanded DFS page
巃	U+5DC3	F1FD	cjk	$3BA8	cjk-extension	extension-page	巃	new/expanded DFS page
幰	U+5E70	F1FE	cjk	$3BA9	cjk-extension	extension-page	幰	new/expanded DFS page
徿	U+5FBF	F240	cjk	$3BAA	cjk-extension	extension-page	𪫌	new/expanded DFS page
懻	U+61FB	F241	cjk	$3BAB	cjk-extension	extension-page	懻	new/expanded DFS page
攇	U+6507	F242	cjk	$3BAC	cjk-extension	extension-page	攇	new/expanded DFS page
攐	U+6510	F243	cjk	$3BAD	cjk-extension	extension-page	攐	new/expanded DFS page
攍	U+650D	F244	cjk	$3BAE	cjk-extension	extension-page	攍	new/expanded DFS page
攉	U+6509	F245	cjk	$1C67	base-exact	base-compatible	攉	
攌	U+650C	F246	cjk	$3BAF	cjk-extension	extension-page	攌	new/expanded DFS page
攎	U+650E	F247	cjk	$3BB0	cjk-extension	extension-page	攎	new/expanded DFS page
斄	U+6584	F248	cjk	$3BB1	cjk-extension	extension-page	斄	new/expanded DFS page
旞	U+65DE	F249	cjk	$3BB2	cjk-extension	extension-page	旞	new/expanded DFS page
旝	U+65DD	F24A	cjk	$3BB3	cjk-extension	extension-page	旝	new/expanded DFS page
曞	U+66DE	F24B	cjk	$3BB4	cjk-extension	extension-page	曞	new/expanded DFS page
櫧	U+6AE7	F24C	cjk	$28A6	base-t2s-ime-glyph-patch	base-compatible	槠	glyph patch 槠->櫧
櫠	U+6AE0	F24D	cjk	$3BB5	cjk-extension	extension-page	𪲮	new/expanded DFS page
櫌	U+6ACC	F24E	cjk	$3BB6	cjk-extension	extension-page	櫌	new/expanded DFS page
櫑	U+6AD1	F24F	cjk	$3BB7	cjk-extension	extension-page	櫑	new/expanded DFS page
櫙	U+6AD9	F250	cjk	$3BB8	cjk-extension	extension-page	櫙	new/expanded DFS page
櫋	U+6ACB	F251	cjk	$3BB9	cjk-extension	extension-page	櫋	new/expanded DFS page
櫟	U+6ADF	F252	cjk	$284A	base-t2s-ime-glyph-patch	base-compatible	栎	glyph patch 栎->櫟
櫜	U+6ADC	F253	cjk	$3BBA	cjk-extension	extension-page	櫜	new/expanded DFS page
櫐	U+6AD0	F254	cjk	$3BBB	cjk-extension	extension-page	櫐	new/expanded DFS page
櫫	U+6AEB	F255	cjk	$28AD	base-t2s-ime-glyph-patch	base-compatible	橥	glyph patch 橥->櫫
櫏	U+6ACF	F256	cjk	$3BBC	cjk-extension	extension-page	櫏	new/expanded DFS page
櫍	U+6ACD	F257	cjk	$3BBD	cjk-extension	extension-page	𬃊	new/expanded DFS page
櫞	U+6ADE	F258	cjk	$28BA	base-t2s-ime-glyph-patch	base-compatible	橼	glyph patch 橼->櫞
歠	U+6B60	F259	cjk	$3BBE	cjk-extension	extension-page	歠	new/expanded DFS page
殰	U+6BB0	F25A	cjk	$3BBF	cjk-extension	extension-page	㱩	new/expanded DFS page
氌	U+6C0C	F25B	cjk	$2964	base-t2s-ime-glyph-patch	base-compatible	氇	glyph patch 氇->氌
瀙	U+7019	F25C	cjk	$3BC0	cjk-extension	extension-page	瀙	new/expanded DFS page
瀧	U+7027	F25D	cjk	$1E61	base-t2s-ime-glyph-patch	base-compatible	泷	glyph patch 泷->瀧
瀠	U+7020	F25E	cjk	$1EB9	base-t2s-ime-glyph-patch	base-compatible	潆	glyph patch 潆->瀠
瀖	U+7016	F25F	cjk	$3BC1	cjk-extension	extension-page	瀖	new/expanded DFS page
瀫	U+702B	F260	cjk	$3BC2	cjk-extension	extension-page	瀫	new/expanded DFS page
瀡	U+7021	F261	cjk	$3BC3	cjk-extension	extension-page	瀡	new/expanded DFS page
瀢	U+7022	F262	cjk	$3BC4	cjk-extension	extension-page	瀢	new/expanded DFS page
瀣	U+7023	F263	cjk	$1ED8	base-exact	base-compatible	瀣	
瀩	U+7029	F264	cjk	$3BC5	cjk-extension	extension-page	瀩	new/expanded DFS page
瀗	U+7017	F265	cjk	$3BC6	cjk-extension	extension-page	瀗	new/expanded DFS page
瀤	U+7024	F266	cjk	$3BC7	cjk-extension	extension-page	瀤	new/expanded DFS page
瀜	U+701C	F267	cjk	$3BC8	cjk-extension	extension-page	瀜	new/expanded DFS page
瀪	U+702A	F268	cjk	$3BC9	cjk-extension	extension-page	瀪	new/expanded DFS page
爌	U+720C	F269	cjk	$3BCA	cjk-extension	extension-page	爌	new/expanded DFS page
爊	U+720A	F26A	cjk	$3BCB	cjk-extension	extension-page	爊	new/expanded DFS page
爇	U+7207	F26B	cjk	$3BCC	cjk-extension	extension-page	𦶟	new/expanded DFS page
爂	U+7202	F26C	cjk	$3BCD	cjk-extension	extension-page	爂	new/expanded DFS page
爅	U+7205	F26D	cjk	$3BCE	cjk-extension	extension-page	爅	new/expanded DFS page
犥	U+72A5	F26E	cjk	$3BCF	cjk-extension	extension-page	犥	new/expanded DFS page
犦	U+72A6	F26F	cjk	$3BD0	cjk-extension	extension-page	犦	new/expanded DFS page
犤	U+72A4	F270	cjk	$3BD1	cjk-extension	extension-page	犤	new/expanded DFS page
犣	U+72A3	F271	cjk	$3BD2	cjk-extension	extension-page	犣	new/expanded DFS page
犡	U+72A1	F272	cjk	$3BD3	cjk-extension	extension-page	犡	new/expanded DFS page
瓋	U+74CB	F273	cjk	$3BD4	cjk-extension	extension-page	瓋	new/expanded DFS page
瓅	U+74C5	F274	cjk	$3BD5	cjk-extension	extension-page	𬍛	new/expanded DFS page
璷	U+74B7	F275	cjk	$3BD6	cjk-extension	extension-page	璷	new/expanded DFS page
瓃	U+74C3	F276	cjk	$3BD7	cjk-extension	extension-page	瓃	new/expanded DFS page
甖	U+7516	F277	cjk	$3BD8	cjk-extension	extension-page	甖	new/expanded DFS page
癠	U+7660	F278	cjk	$3BD9	cjk-extension	extension-page	癠	new/expanded DFS page
矉	U+77C9	F279	cjk	$3BDA	cjk-extension	extension-page	𪾸	new/expanded DFS page
矊	U+77CA	F27A	cjk	$3BDB	cjk-extension	extension-page	矊	new/expanded DFS page
矄	U+77C4	F27B	cjk	$3BDC	cjk-extension	extension-page	矄	new/expanded DFS page
矱	U+77F1	F27C	cjk	$3BDD	cjk-extension	extension-page	矱	new/expanded DFS page
礝	U+791D	F27D	cjk	$3BDE	cjk-extension	extension-page	礝	new/expanded DFS page
礛	U+791B	F27E	cjk	$3BDF	cjk-extension	extension-page	礛	new/expanded DFS page
礡	U+7921	F2A1	cjk	$3BE0	cjk-extension	extension-page	礡	new/expanded DFS page
礜	U+791C	F2A2	cjk	$3BE1	cjk-extension	extension-page	礜	new/expanded DFS page
礗	U+7917	F2A3	cjk	$3BE2	cjk-extension	extension-page	礗	new/expanded DFS page
礞	U+791E	F2A4	cjk	$2A7A	base-exact	base-compatible	礞	
禰	U+79B0	F2A5	cjk	$2A0E	base-t2s-ime-glyph-patch	base-compatible	祢	glyph patch 祢->禰
穧	U+7A67	F2A6	cjk	$3BE3	cjk-extension	extension-page	穧	new/expanded DFS page
穨	U+7A68	F2A7	cjk	$3BE4	cjk-extension	extension-page	穨	new/expanded DFS page
簳	U+7C33	F2A8	cjk	$3BE5	cjk-extension	extension-page	簳	new/expanded DFS page
簼	U+7C3C	F2A9	cjk	$3BE6	cjk-extension	extension-page	簼	new/expanded DFS page
簹	U+7C39	F2AA	cjk	$3BE7	cjk-extension	extension-page	筜	new/expanded DFS page
簬	U+7C2C	F2AB	cjk	$3BE8	cjk-extension	extension-page	簬	new/expanded DFS page
簻	U+7C3B	F2AC	cjk	$3BE9	cjk-extension	extension-page	簻	new/expanded DFS page
糬	U+7CEC	F2AD	cjk	$3BEA	cjk-extension	extension-page	糬	new/expanded DFS page
糪	U+7CEA	F2AE	cjk	$3BEB	cjk-extension	extension-page	糪	new/expanded DFS page
繶	U+7E76	F2AF	cjk	$3BEC	cjk-extension	extension-page	𫄷	new/expanded DFS page
繵	U+7E75	F2B0	cjk	$3BED	cjk-extension	extension-page	繵	new/expanded DFS page
繸	U+7E78	F2B1	cjk	$3BEE	cjk-extension	extension-page	䍁	new/expanded DFS page
繰	U+7E70	F2B2	cjk	$1FDE	base-t2s-ime-glyph-patch	base-compatible	缲	glyph patch 缲->繰
繷	U+7E77	F2B3	cjk	$3BEF	cjk-extension	extension-page	𫄣	new/expanded DFS page
繯	U+7E6F	F2B4	cjk	$1FDF	base-t2s-ime-glyph-patch	base-compatible	缳	glyph patch 缳->繯
繺	U+7E7A	F2B5	cjk	$3BF0	cjk-extension	extension-page	繺	new/expanded DFS page
繲	U+7E72	F2B6	cjk	$3BF1	cjk-extension	extension-page	繲	new/expanded DFS page
繴	U+7E74	F2B7	cjk	$3BF2	cjk-extension	extension-page	繴	new/expanded DFS page
繨	U+7E68	F2B8	cjk	$3BF3	cjk-extension	extension-page	𫄤	new/expanded DFS page
罋	U+7F4B	F2B9	cjk	$3BF4	cjk-extension	extension-page	罋	new/expanded DFS page
罊	U+7F4A	F2BA	cjk	$3BF5	cjk-extension	extension-page	罊	new/expanded DFS page
羃	U+7F83	F2BB	cjk	$3BF6	cjk-extension	extension-page	羃	new/expanded DFS page
羆	U+7F86	F2BC	cjk	$2AAE	base-t2s-ime-glyph-patch	base-compatible	罴	glyph patch 罴->羆
羷	U+7FB7	F2BD	cjk	$3BF7	cjk-extension	extension-page	羷	new/expanded DFS page
翽	U+7FFD	F2BE	cjk	$3BF8	cjk-extension	extension-page	翙	new/expanded DFS page
翾	U+7FFE	F2BF	cjk	$3BF9	cjk-extension	extension-page	翾	new/expanded DFS page
聸	U+8078	F2C0	cjk	$3BFA	cjk-extension	extension-page	聸	new/expanded DFS page
臗	U+81D7	F2C1	cjk	$3BFB	cjk-extension	extension-page	𣎑	new/expanded DFS page
臕	U+81D5	F2C2	cjk	$3BFC	cjk-extension	extension-page	臕	new/expanded DFS page
艤	U+8264	F2C3	cjk	$2D18	base-t2s-ime-glyph-patch	base-compatible	舣	glyph patch 舣->艤
艡	U+8261	F2C4	cjk	$3C01	cjk-extension	extension-page	艡	new/expanded DFS page
艣	U+8263	F2C5	cjk	$3C02	cjk-extension	extension-page	𫇛	new/expanded DFS page
藫	U+85EB	F2C6	cjk	$3C03	cjk-extension	extension-page	藫	new/expanded DFS page
藱	U+85F1	F2C7	cjk	$3C04	cjk-extension	extension-page	藱	new/expanded DFS page
藭	U+85ED	F2C8	cjk	$3C05	cjk-extension	extension-page	䓖	new/expanded DFS page
藙	U+85D9	F2C9	cjk	$3C06	cjk-extension	extension-page	藙	new/expanded DFS page
藡	U+85E1	F2CA	cjk	$3C07	cjk-extension	extension-page	藡	new/expanded DFS page
藨	U+85E8	F2CB	cjk	$3C08	cjk-extension	extension-page	藨	new/expanded DFS page
藚	U+85DA	F2CC	cjk	$3C09	cjk-extension	extension-page	藚	new/expanded DFS page
藗	U+85D7	F2CD	cjk	$3C0A	cjk-extension	extension-page	藗	new/expanded DFS page
藬	U+85EC	F2CE	cjk	$3C0B	cjk-extension	extension-page	藬	new/expanded DFS page
藲	U+85F2	F2CF	cjk	$3C0C	cjk-extension	extension-page	藲	new/expanded DFS page
藸	U+85F8	F2D0	cjk	$3C0D	cjk-extension	extension-page	藸	new/expanded DFS page
藘	U+85D8	F2D1	cjk	$3C0E	cjk-extension	extension-page	藘	new/expanded DFS page
藟	U+85DF	F2D2	cjk	$3C0F	cjk-extension	extension-page	藟	new/expanded DFS page
藣	U+85E3	F2D3	cjk	$3C10	cjk-extension	extension-page	藣	new/expanded DFS page
藜	U+85DC	F2D4	cjk	$1BFC	base-exact	base-compatible	藜	
藑	U+85D1	F2D5	cjk	$3C11	cjk-extension	extension-page	藑	new/expanded DFS page
藰	U+85F0	F2D6	cjk	$3C12	cjk-extension	extension-page	藰	new/expanded DFS page
藦	U+85E6	F2D7	cjk	$3C13	cjk-extension	extension-page	藦	new/expanded DFS page
藯	U+85EF	F2D8	cjk	$3C17	cjk-extension	extension-page	藯	new/expanded DFS page
藞	U+85DE	F2D9	cjk	$3C18	cjk-extension	extension-page	藞	new/expanded DFS page
藢	U+85E2	F2DA	cjk	$3C19	cjk-extension	extension-page	藢	new/expanded DFS page
蠀	U+8800	F2DB	cjk	$3C1A	cjk-extension	extension-page	𧏗	new/expanded DFS page
蟺	U+87FA	F2DC	cjk	$3C1B	cjk-extension	extension-page	蟺	new/expanded DFS page
蠃	U+8803	F2DD	cjk	$1A2F	base-exact	base-compatible	蠃	
蟶	U+87F6	F2DE	cjk	$2C6F	base-t2s-ime-glyph-patch	base-compatible	蛏	glyph patch 蛏->蟶
蟷	U+87F7	F2DF	cjk	$3C1C	cjk-extension	extension-page	蟷	new/expanded DFS page
蠉	U+8809	F2E0	cjk	$3C1D	cjk-extension	extension-page	蠉	new/expanded DFS page
蠌	U+880C	F2E1	cjk	$3C1E	cjk-extension	extension-page	蠌	new/expanded DFS page
蠋	U+880B	F2E2	cjk	$3C1F	cjk-extension	extension-page	蠋	new/expanded DFS page
蠆	U+8806	F2E3	cjk	$2C43	base-t2s-ime-glyph-patch	base-compatible	虿	glyph patch 虿->蠆
蟼	U+87FC	F2E4	cjk	$3C20	cjk-extension	extension-page	蟼	new/expanded DFS page
蠈	U+8808	F2E5	cjk	$3C21	cjk-extension	extension-page	蠈	new/expanded DFS page
蟿	U+87FF	F2E6	cjk	$3C23	cjk-extension	extension-page	蟿	new/expanded DFS page
蠊	U+880A	F2E7	cjk	$2CBD	base-exact	base-compatible	蠊	
蠂	U+8802	F2E8	cjk	$3C24	cjk-extension	extension-page	蠂	new/expanded DFS page
襢	U+8962	F2E9	cjk	$3C25	cjk-extension	extension-page	襢	new/expanded DFS page
襚	U+895A	F2EA	cjk	$3C26	cjk-extension	extension-page	襚	new/expanded DFS page
襛	U+895B	F2EB	cjk	$3C27	cjk-extension	extension-page	襛	new/expanded DFS page
襗	U+8957	F2EC	cjk	$3C28	cjk-extension	extension-page	𫋷	new/expanded DFS page
襡	U+8961	F2ED	cjk	$3C29	cjk-extension	extension-page	襡	new/expanded DFS page
襜	U+895C	F2EE	cjk	$3C2A	cjk-extension	extension-page	襜	new/expanded DFS page
襘	U+8958	F2EF	cjk	$3C2B	cjk-extension	extension-page	𫋻	new/expanded DFS page
襝	U+895D	F2F0	cjk	$2BF9	base-t2s-ime-glyph-patch	base-compatible	裣	glyph patch 裣->襝
襙	U+8959	F2F1	cjk	$3C2C	cjk-extension	extension-page	襙	new/expanded DFS page
覈	U+8988	F2F2	cjk	$3C2D	cjk-extension	extension-page	核	new/expanded DFS page
覷	U+89B7	F2F3	cjk	$2935	base-t2s-ime-glyph-patch	base-compatible	觑	glyph patch 觑->覷
覶	U+89B6	F2F4	cjk	$3C2E	cjk-extension	extension-page	覶	new/expanded DFS page
觶	U+89F6	F2F5	cjk	$2DDF	base-t2s-ime-glyph-patch	base-compatible	觯	glyph patch 觯->觶
譐	U+8B50	F2F6	cjk	$3C2F	cjk-extension	extension-page	譐	new/expanded DFS page
譈	U+8B48	F2F7	cjk	$3C30	cjk-extension	extension-page	譈	new/expanded DFS page
譊	U+8B4A	F2F8	cjk	$3C31	cjk-extension	extension-page	𫍢	new/expanded DFS page
譀	U+8B40	F2F9	cjk	$3C32	cjk-extension	extension-page	譀	new/expanded DFS page
譓	U+8B53	F2FA	cjk	$3C33	cjk-extension	extension-page	𬤝	new/expanded DFS page
譖	U+8B56	F2FB	cjk	$1A84	base-t2s-ime-glyph-patch	base-compatible	谮	glyph patch 谮->譖
譔	U+8B54	F2FC	cjk	$3C34	cjk-extension	extension-page	譔	new/expanded DFS page
譋	U+8B4B	F2FD	cjk	$3C35	cjk-extension	extension-page	譋	new/expanded DFS page
譕	U+8B55	F2FE	cjk	$3C36	cjk-extension	extension-page	譕	new/expanded DFS page
譑	U+8B51	F340	cjk	$3C37	cjk-extension	extension-page	𫍤	new/expanded DFS page
譂	U+8B42	F341	cjk	$3C38	cjk-extension	extension-page	𫟠	new/expanded DFS page
譒	U+8B52	F342	cjk	$3C39	cjk-extension	extension-page	譒	new/expanded DFS page
譗	U+8B57	F343	cjk	$3C3A	cjk-extension	extension-page	譗	new/expanded DFS page
豃	U+8C43	F344	cjk	$3C3B	cjk-extension	extension-page	豃	new/expanded DFS page
豷	U+8C77	F345	cjk	$3C3C	cjk-extension	extension-page	豷	new/expanded DFS page
豶	U+8C76	F346	cjk	$3C3D	cjk-extension	extension-page	豮	new/expanded DFS page
貚	U+8C9A	F347	cjk	$3C3E	cjk-extension	extension-page	貚	new/expanded DFS page
贆	U+8D06	F348	cjk	$3C40	cjk-extension	extension-page	贆	new/expanded DFS page
贇	U+8D07	F349	cjk	$3C41	cjk-extension	extension-page	赟	new/expanded DFS page
贉	U+8D09	F34A	cjk	$3C42	cjk-extension	extension-page	𫎫	new/expanded DFS page
趬	U+8DAC	F34B	cjk	$3C43	cjk-extension	extension-page	趬	new/expanded DFS page
趪	U+8DAA	F34C	cjk	$3C44	cjk-extension	extension-page	趪	new/expanded DFS page
趭	U+8DAD	F34D	cjk	$3C45	cjk-extension	extension-page	趭	new/expanded DFS page
趫	U+8DAB	F34E	cjk	$3C46	cjk-extension	extension-page	趫	new/expanded DFS page
蹭	U+8E6D	F34F	cjk	$05E0	base-exact	base-compatible	蹭	
蹸	U+8E78	F350	cjk	$3C47	cjk-extension	extension-page	蹸	new/expanded DFS page
蹳	U+8E73	F351	cjk	$3C48	cjk-extension	extension-page	𫏆	new/expanded DFS page
蹪	U+8E6A	F352	cjk	$3C49	cjk-extension	extension-page	蹪	new/expanded DFS page
蹯	U+8E6F	F353	cjk	$2DCA	base-exact	base-compatible	蹯	
